,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,orientation,perimeter,intensity_mean
0,6,14393.0,54.76495518654902,98.39505315083721,209.95935241323266,99.7050114659201,-1.2498437527840838,1026.5138520739843,7.391787674564024
1,18,5730.0,165.41134380453752,72.217277486911,120.85100320925999,78.64341721524886,0.9375095349113718,559.1564209736039,7.7485165794066315
2,24,4975.0,219.1883417085427,35.80844221105528,105.8097094380368,71.46786439715713,0.46494642870203345,387.4041122946064,7.84643216080402
3,26,1432.0,17.821229050279328,21.259078212290504,62.245152403940246,36.21213666080904,-0.9994778861548146,207.82337649086284,7.236731843575419
4,39,1199.0,118.57964970809007,12.693911592994162,62.597740999438344,28.72153277397612,-0.20150999533957203,190.2670273047588,7.246872393661384
5,66,659.0,86.32625189681336,153.16995447647952,43.77898350118195,22.851574021209256,-0.28172780209300563,139.78174593052023,7.180576631259484
6,68,311.0,108.69774919614147,163.7427652733119,29.026657033317726,16.01929039880341,-1.090904315457872,84.91168824543142,7.131832797427653
7,70,383.0,120.19321148825065,142.27415143603133,26.932991608004343,18.72598974651847,-0.37350248317915175,80.66904755831214,7.344647519582246
8,87,371.0,305.3423180592992,20.78436657681941,23.99592088110848,20.1394755040756,0.09286079686831551,78.18376618407356,7.129380053908355
9,89,485.0,330.58556701030926,10.548453608247423,28.79245734319649,22.40072021193315,-0.19263492290612352,93.84062043356595,7.651546391752578
10,93,206.0,5.747572815533981,92.77669902912622,21.841215560894348,12.706480925944335,1.500324944371676,58.2842712474619,7.37378640776699
11,94,121.0,5.5041322314049586,117.87603305785125,14.096580650777874,11.673899319776956,1.2138973604153276,41.45584412271572,7.0
12,95,140.0,8.107142857142858,142.5142857142857,13.800725829705119,13.265805638044425,-0.554608170681863,42.87005768508881,7.007142857142857
13,99,166.0,83.53614457831326,10.289156626506024,22.318139641349546,10.452982672538319,1.2882114873834256,55.11269837220809,7.0
14,101,101.0,121.3069306930693,31.77227722772277,13.667431615321108,9.911136357269957,-0.9420172709978827,38.04163056034262,7.811881188118812
15,105,173.0,154.15606936416185,131.72832369942196,22.8940267021384,10.356832966117562,-1.5170783374602679,56.8700576850888,7.601156069364162
16,108,169.0,173.32544378698225,95.12426035502959,17.991470283075145,12.56079664542874,-0.6945406757955389,51.11269837220809,7.035502958579881
17,109,137.0,183.94890510948906,5.357664233576642,17.108803223533755,10.375589464404701,0.18162173298948903,45.45584412271571,7.306569343065694
18,110,90.0,202.5888888888889,6.066666666666666,12.822961100843374,9.18432988953674,1.4849756491348418,34.384776310850235,7.022222222222222
19,118,199.0,269.1959798994975,7.36180904522613,21.782801937188477,12.096202098406119,-0.4852886686561315,57.698484809834994,7.291457286432161
