,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,orientation,perimeter,intensity_mean
0,8,994.0,377.95472837022135,303.38631790744466,50.46478150062326,26.547324212925915,-1.3692485985288723,129.9827560572969,212.5553319919517
