,label,area,perimeter,solidity,tc_channel0,tc_channel1,tc_channel2,fc_channel0,fc_channel1,fc_channel2,circularity,area_flag,circularity_flag,solidity_flag,tc0_flag,tc1_flag,tc2_flag,fc0_flag,fc1_flag,fc2_flag,flagged,TP,ift_path
18,19,292.0,72.76955262170047,0.8613569321533924,219.72602739726028,220.80479452054794,221.2705479452055,234.40753424657535,231.26027397260273,153.47602739726028,0.6929362885290526,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
19,20,342.0,90.5269119345812,0.789838337182448,218.19590643274853,219.17251461988303,219.69590643274853,234.62865497076024,229.62573099415204,157.69590643274853,0.5244215843486092,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
23,24,136.0,41.798989873223334,0.9645390070921985,217.66176470588235,218.65441176470588,219.15441176470588,234.16176470588235,227.72058823529412,142.52205882352942,0.9781764418328527,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
0,1,312.0,72.76955262170047,0.9369369369369369,225.9102564102564,226.76923076923077,226.76923076923077,238.86217948717947,235.375,170.5448717948718,0.7403976781543302,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
2,3,178.0,51.45584412271571,0.956989247311828,226.6067415730337,227.23595505617976,227.23595505617976,239.48314606741573,234.70224719101122,167.82022471910113,0.844812735329941,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
5,6,213.0,57.112698372208094,0.9383259911894273,221.2018779342723,223.52582159624413,223.35211267605635,236.73708920187792,232.8544600938967,169.42253521126761,0.8205860098479854,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
6,7,1737.0,173.92388155425118,0.916622691292876,228.90040299366723,229.5544041450777,228.63615428900403,240.35348301669546,233.79677605066206,162.3385146804836,0.7215912261968459,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
7,8,684.0,110.8111831820431,0.9293478260869565,227.07309941520467,229.11111111111111,229.69736842105263,240.72368421052633,235.859649122807,157.6593567251462,0.7000011953202402,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
8,9,361.0,93.59797974644667,0.8112359550561797,226.94182825484765,229.50138504155126,229.83102493074793,240.85318559556788,234.69806094182826,103.78393351800554,0.5178263143722531,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
10,11,309.0,73.35533905932738,0.8778409090909091,222.33009708737865,222.33009708737865,222.33009708737865,236.1326860841424,232.7864077669903,166.04854368932038,0.7216138928081834,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
15,16,296.0,74.5269119345812,0.8654970760233918,225.8716216216216,227.83783783783784,228.5168918918919,239.3783783783784,237.44256756756758,171.875,0.6696923259547555,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
17,18,458.0,99.49747468305833,0.8357664233576643,222.04366812227073,223.5589519650655,224.50873362445415,237.0414847161572,234.16593886462883,168.24672489082968,0.581368136894651,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
20,21,636.0,114.9116882454314,0.8796680497925311,223.30503144654088,225.17924528301887,225.84748427672955,238.63679245283018,236.04716981132074,163.08490566037736,0.6052552556288968,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
21,22,261.0,63.11269837220809,0.9288256227758007,223.44827586206895,225.5977011494253,226.48659003831418,238.69731800766283,235.88122605363984,164.97701149425288,0.823411396983274,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
22,23,240.0,64.5269119345812,0.8695652173913043,217.37083333333334,219.2375,219.97083333333333,233.30833333333334,231.40416666666667,166.73333333333332,0.7243347860216526,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
24,25,134.0,40.384776310850235,0.9925925925925926,218.23880597014926,220.98507462686567,221.79850746268656,236.6044776119403,232.33582089552237,159.87313432835822,1.032474416146761,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1612.terra.labeled_image.250m 2.h5
0,1,1316.0,199.4386001800126,0.8225,223.2872340425532,223.8548632218845,225.8981762917933,237.3031914893617,237.12765957446808,84.36854103343465,0.4157644179973517,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
1,2,600.0,111.4558441227157,0.9302325581395349,228.66833333333332,226.66833333333332,226.66833333333332,239.565,235.93,1.07,0.6069535048838196,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
3,4,694.0,131.9827560572969,0.7986191024165707,225.46109510086455,223.80259365994237,223.63832853025937,237.2420749279539,233.28097982708934,1.037463976945245,0.5006508391191654,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
4,5,311.0,72.04163056034261,0.9040697674418605,228.63987138263664,226.63987138263664,226.63987138263664,239.5176848874598,235.15434083601286,1.3536977491961415,0.7530142333658943,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
6,7,734.0,146.71067811865476,0.742914979757085,221.12125340599454,221.56539509536785,221.5708446866485,235.925068119891,233.44141689373296,1.5313351498637602,0.4285312276061543,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
7,8,222.0,77.01219330881975,0.7928571428571428,221.02702702702703,220.50900900900902,222.67567567567568,234.95495495495496,234.09459459459458,4.4774774774774775,0.4703745912237455,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
8,9,113.0,37.798989873223334,0.9576271186440678,215.15929203539824,219.2566371681416,222.78761061946904,237.141592920354,235.27433628318585,4.212389380530974,0.9938661960620385,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
9,10,243.0,60.87005768508881,0.9604743083003953,231.09876543209876,229.09876543209876,229.09876543209876,240.56378600823047,237.7448559670782,0.03292181069958848,0.8241546455407518,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
10,11,144.0,45.45584412271571,0.9536423841059603,219.5625,219.90277777777777,222.36805555555554,235.95138888888889,233.57638888888889,3.4722222222222223,0.875775722573066,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
11,12,363.0,72.04163056034261,0.9552631578947368,220.8099173553719,221.17355371900825,221.5785123966942,235.4793388429752,233.41873278236915,2.6363636363636362,0.8789201501987771,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
12,13,594.0,108.76955262170047,0.8413597733711048,203.2861952861953,203.88215488215488,204.02020202020202,221.2962962962963,218.6043771043771,3.111111111111111,0.6309306485268521,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
13,14,115.0,37.79898987322333,0.9745762711864406,201.18260869565216,199.75652173913045,200.44347826086957,217.38260869565218,213.2173913043478,3.6782608695652175,1.0114567482047299,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
16,17,429.0,115.98275605729691,0.7032786885245902,220.5198135198135,220.48951048951048,221.7902097902098,236.75990675990676,233.34498834498834,3.3682983682983685,0.4007562528045185,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
18,19,857.0,149.84062043356596,0.80620884289746,228.76312718786465,227.0396732788798,229.0396732788798,241.04667444574096,239.99649941656943,0.09684947491248541,0.4796578546927129,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
20,21,351.0,94.91168824543142,0.7959183673469388,186.24216524216524,185.88888888888889,185.3903133903134,201.71225071225072,189.38746438746438,6.3247863247863245,0.48964078270446076,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1038.aqua.labeled_image.250m.h5
0,1,1148.0,175.84062043356596,0.940983606557377,220.5226480836237,219.404181184669,220.109756097561,233.63501742160278,232.40766550522648,65.82839721254355,0.4665662684417239,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
1,2,620.0,139.01219330881975,0.7818411097099621,228.3758064516129,226.3758064516129,226.3758064516129,239.53225806451613,235.95967741935485,1.0693548387096774,0.4031770123582356,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
2,3,366.0,77.11269837220809,0.915,228.24043715846994,226.51639344262296,226.4808743169399,239.99726775956285,235.21311475409837,2.4945355191256833,0.7734622968679066,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
3,4,101.0,39.45584412271571,0.9351851851851852,219.04950495049505,218.77227722772278,219.95049504950495,236.0891089108911,229.52475247524754,5.752475247524752,0.81528332443016,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
5,6,310.0,73.698484809835,0.8732394366197183,227.88387096774193,225.71935483870968,225.83548387096775,238.81612903225806,235.6032258064516,2.1774193548387095,0.7172233821848157,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
7,8,533.0,115.49747468305833,0.8100303951367781,231.05816135084427,229.2701688555347,229.28330206378988,240.57598499061913,237.90056285178235,1.7091932457786116,0.5021021670998373,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
8,9,105.0,36.62741699796952,0.9545454545454546,215.54285714285714,219.61904761904762,223.07619047619048,237.75238095238095,234.76190476190476,6.542857142857143,0.9835276581034964,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
9,10,450.0,108.32590180780451,0.7640067911714771,221.57555555555555,221.47555555555556,223.2888888888889,236.86222222222221,235.04888888888888,3.486666666666667,0.48190091553695835,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
12,13,445.0,80.62741699796952,0.9611231101511879,229.21123595505617,228.38876404494383,228.84044943820226,240.3438202247191,237.35056179775282,1.2831460674157302,0.8602097907627084,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
13,14,525.0,88.04163056034261,0.9425493716337523,202.21142857142857,202.1847619047619,202.24380952380952,219.7942857142857,217.0857142857143,2.979047619047619,0.8511243449861838,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
14,15,163.0,50.87005768508881,0.9055555555555556,221.77300613496934,221.29447852760737,222.24539877300614,237.09202453987731,232.57668711656441,4.723926380368098,0.7915402581604092,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
16,17,670.0,162.46803743153546,0.6442307692307693,220.44179104477612,219.94179104477612,221.5597014925373,234.98358208955224,231.5955223880597,3.817910447761194,0.3189692358995692,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
19,20,510.0,120.76955262170048,0.7193229901269393,230.24117647058824,229.25882352941176,229.42745098039217,241.3764705882353,240.11764705882354,0.6352941176470588,0.43940513218851496,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
22,23,117.0,37.55634918610404,0.9669421487603306,184.72649572649573,183.44444444444446,183.22222222222223,199.5982905982906,189.05982905982907,6.05982905982906,1.042387006296855,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
23,24,285.0,75.698484809835,0.8189655172413793,174.4140350877193,172.0561403508772,169.70526315789473,181.72982456140352,166.0140350877193,6.508771929824562,0.6250004796512835,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20090426-20090427/preprocess/hdf5-files/20090426T1821.terra.labeled_image.250m.h5
0,1,71645.0,1818.8153672641492,0.9223807194170508,227.70043966780653,219.21369251168957,215.37607648824064,226.04981506036708,214.129108800335,38.51661665154582,0.27215638094355693,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20130308-20130309/preprocess/hdf5-files/20130308T1502.aqua.labeled_image.250m.h5
1,2,493.0,128.2670273047588,0.7347242921013413,106.23529411764706,95.06085192697769,85.5578093306288,63.54158215010142,40.76876267748479,19.65314401622718,0.37655353053154167,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20130308-20130309/preprocess/hdf5-files/20130308T1502.aqua.labeled_image.250m.h5
2,3,11122.0,522.5340546095176,0.9421431596781025,186.38581190433376,174.56725409099082,168.26326200323683,172.45882035605106,156.64233051609423,23.604837259485706,0.5118745716064217,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20130308-20130309/preprocess/hdf5-files/20130308T1502.aqua.labeled_image.250m.h5
3,4,2727.0,556.4995667241114,0.696729688298416,140.78071140447378,132.46534653465346,128.4048404840484,124.94976164283095,112.38540520718739,36.44444444444444,0.11065354727626474,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20130308-20130309/preprocess/hdf5-files/20130308T1502.aqua.labeled_image.250m.h5
4,5,239.0,62.8700576850888,0.9227799227799228,199.72803347280336,193.14644351464435,188.836820083682,197.4267782426778,186.55648535564853,50.77405857740586,0.7598363172420486,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20130308-20130309/preprocess/hdf5-files/20130308T1502.aqua.labeled_image.250m.h5
0,1,72440.0,1276.7422074112308,0.9334810958480452,222.80916620651573,211.10287134180012,208.9854224185533,220.50440364439535,209.8999033683048,32.04954445057979,0.5584468865704936,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20130308-20130309/preprocess/hdf5-files/20130308T1756.terra.labeled_image.250m.h5
2,3,16358.0,1049.1097397793778,0.8414609053497942,169.5474385621714,155.9017606064311,154.39980437706322,152.32076048416675,141.31421934221788,32.858112238659984,0.1867661773532998,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20130308-20130309/preprocess/hdf5-files/20130308T1756.terra.labeled_image.250m.h5
3,4,175.0,49.941125496954285,0.9776536312849162,117.80571428571429,99.45714285714286,98.64571428571429,83.10857142857142,55.10285714285714,24.92,0.8817211563099917,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20130308-20130309/preprocess/hdf5-files/20130308T1756.terra.labeled_image.250m.h5
0,1,209.0,54.62741699796952,0.9675925925925926,209.69856459330143,204.69856459330143,203.69856459330143,220.1818181818182,217.688995215311,31.52153110047847,0.880105669145338,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
2,3,711.0,122.66904755831214,0.8525179856115108,232.54430379746836,227.48804500703235,228.1842475386779,239.78340365682138,237.9549929676512,123.16877637130801,0.5937580055230962,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
4,5,908.0,168.0243866176395,0.704422032583398,236.06167400881057,233.0352422907489,233.2191629955947,242.79955947136563,240.86123348017622,118.90638766519824,0.4041579027288111,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
7,8,717.0,116.5685424949238,0.8597122302158273,214.28591352859135,208.46582984658298,207.7573221757322,223.99163179916317,221.0794979079498,25.278940027894002,0.6630805469140659,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
8,9,194.0,56.87005768508881,0.9282296650717703,217.20103092783506,212.41752577319588,210.9020618556701,227.94845360824743,224.46391752577318,106.29896907216495,0.7537793860230751,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
10,11,204.0,57.698484809834994,0.9272727272727272,222.16666666666666,217.37254901960785,218.15196078431373,233.12745098039215,229.8921568627451,27.58823529411765,0.7700363280703012,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
11,12,248.0,60.2842712474619,0.9323308270676691,218.9233870967742,214.7298387096774,214.11693548387098,230.10887096774192,226.34274193548387,20.225806451612904,0.8575382770773572,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
12,13,425.0,97.698484809835,0.8551307847082495,218.55764705882353,212.90588235294118,212.7364705882353,227.79764705882354,225.70352941176472,90.25176470588235,0.55952969147541,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
13,14,119.0,40.97056274847714,0.9444444444444444,231.1596638655462,226.2016806722689,227.01680672268907,240.05882352941177,236.60504201680672,122.15126050420169,0.890867195137014,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
14,15,263.0,75.45584412271572,0.8092307692307692,228.7300380228137,223.7300380228137,223.6958174904943,236.68441064638785,234.38403041825094,129.54372623574145,0.5804700926982276,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
15,16,460.0,89.35533905932738,0.8966861598440545,213.4673913043478,207.23478260869564,206.50652173913045,222.91086956521738,219.7413043478261,121.49130434782609,0.7239801876678335,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
16,17,177.0,48.04163056034261,0.9619565217391305,231.90395480225988,229.38418079096044,230.75706214689265,240.5141242937853,240.09604519774012,110.03389830508475,0.9637128548335132,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
18,19,245.0,60.526911934581186,0.9245283018867925,214.9469387755102,210.4408163265306,210.2734693877551,226.39591836734695,224.4,140.91836734693877,0.8403862045545174,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
19,20,413.0,77.59797974644667,0.9343891402714932,208.5133171912833,202.38983050847457,200.41162227602905,219.07506053268764,215.63922518159805,104.42372881355932,0.8619043775573476,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
21,22,592.0,114.5685424949238,0.8505747126436781,208.51351351351352,202.13175675675674,201.53378378378378,218.41385135135135,216.66047297297297,143.39527027027026,0.5667620916539844,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
22,23,394.0,82.76955262170047,0.9036697247706422,218.30964467005077,213.33248730964468,214.24111675126903,229.6497461928934,228.23857868020303,144.13959390862945,0.7227113416736712,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
25,26,433.0,95.59797974644667,0.8139097744360902,203.0,197.99076212471132,196.93995381062356,213.71131639722864,213.445727482679,147.2771362586605,0.5953883483877455,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
26,27,202.0,52.04163056034262,0.9395348837209302,211.34158415841586,206.34158415841586,207.34158415841586,225.0,223.53960396039605,138.33168316831683,0.9372586187795089,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20140329-20140330/preprocess/hdf5-files/20140329T1625.aqua.labeled_image.250m.h5
