,label,area,perimeter,solidity,tc_channel0,tc_channel1,tc_channel2,fc_channel0,fc_channel1,fc_channel2,circularity,area_flag,circularity_flag,solidity_flag,tc0_flag,tc1_flag,tc2_flag,fc0_flag,fc1_flag,fc2_flag,flagged,TP,ift_path
1,2,288.0,82.38477631085023,0.7619047619047619,214.97916666666666,210.94791666666666,209.94791666666666,226.04513888888889,218.45833333333334,24.489583333333332,0.5332224402519053,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
2,3,132.0,48.04163056034261,0.8918918918918919,223.93939393939394,218.7348484848485,218.1439393939394,232.72727272727272,227.18939393939394,20.098484848484848,0.7187011120792302,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
3,4,262.0,58.62741699796952,0.9812734082397003,229.5916030534351,223.26335877862596,224.1412213740458,238.0229007633588,233.94656488549617,43.3206106870229,0.9578767551811743,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
5,6,111.0,40.87005768508881,0.9568965517241379,215.15315315315314,211.16216216216216,210.15315315315314,225.53153153153153,217.36036036036037,17.234234234234233,0.8350689608258742,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
6,7,270.0,71.35533905932738,0.8307692307692308,210.67407407407407,208.26296296296297,207.25185185185185,224.42592592592592,215.55925925925925,25.414814814814815,0.6663780448576028,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
7,8,269.0,63.698484809834994,0.9438596491228071,212.25650557620818,208.06691449814127,207.72490706319704,223.36059479553904,215.31226765799258,19.007434944237918,0.8331130553388079,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
8,9,255.0,62.87005768508881,0.9340659340659341,212.89019607843136,208.90588235294118,207.90588235294118,225.92156862745097,216.62745098039215,23.050980392156863,0.810704020488378,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
10,11,411.0,77.94112549695429,0.9625292740046838,228.24330900243308,221.95133819951337,222.90267639902677,235.99513381995135,232.5036496350365,37.96350364963504,0.8501945959741236,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
11,12,249.0,69.698484809835,0.8645833333333334,207.83132530120483,203.73493975903614,202.73493975903614,220.93172690763052,211.59437751004015,16.49397590361446,0.6441137009788026,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
13,14,137.0,44.04163056034261,0.9513888888888888,218.57664233576642,212.63503649635035,213.5182481751825,227.97080291970804,221.73722627737226,9.291970802919709,0.8875721203192323,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
14,15,236.0,67.11269837220809,0.8676470588235294,213.27542372881356,207.91949152542372,208.45338983050848,224.7415254237288,217.73305084745763,9.372881355932204,0.6584343288789332,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
15,16,228.0,55.941125496954285,0.9743589743589743,219.3201754385965,213.67543859649123,212.890350877193,228.8684210526316,222.12280701754386,13.328947368421053,0.9155505152184379,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
16,17,303.0,86.2842712474619,0.8189189189189189,218.3003300330033,212.72277227722773,212.87788778877888,229.2904290429043,222.14521452145215,10.35973597359736,0.5114335586734409,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
17,18,119.0,40.97056274847714,0.9754098360655737,213.0924369747899,208.0924369747899,207.0924369747899,224.05042016806723,216.94957983193277,8.3109243697479,0.890867195137014,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
19,20,111.0,44.04163056034261,0.9024390243902439,212.7027027027027,208.0,207.13513513513513,223.83783783783784,216.65765765765767,7.7207207207207205,0.7191277763170422,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
21,22,202.0,55.698484809834994,0.9528301886792453,220.64356435643563,215.009900990099,215.27722772277227,230.3960396039604,224.11881188118812,16.153465346534652,0.8182282530342454,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
22,23,105.0,35.55634918610404,0.9813084112149533,217.77142857142857,213.71428571428572,213.62857142857143,229.02857142857144,223.26666666666668,3.676190476190476,1.0436739361595004,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
26,27,480.0,111.9827560572969,0.8121827411167513,214.61875,207.60833333333332,207.28333333333333,225.12916666666666,218.24583333333334,20.45625,0.48100412142429116,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
28,29,188.0,52.87005768508881,0.9261083743842364,219.33510638297872,212.80851063829786,213.4255319148936,228.8244680851064,221.31382978723406,20.3031914893617,0.8451779240004497,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
30,31,335.0,93.25483399593904,0.7362637362637363,212.59402985074627,207.49253731343285,206.99701492537312,224.14328358208957,217.26567164179104,26.116417910447762,0.48407423120687787,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
31,32,369.0,80.76955262170047,0.8848920863309353,218.73441734417344,211.65040650406505,211.1029810298103,227.66666666666666,219.10840108401084,18.558265582655828,0.7107892902204381,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/greenland_sea/greenland_sea-100km_by_100km-20200318-20200319/preprocess/hdf5-files/20200318T1128.terra.labeled_image.250m.h5
0,1,204.0,56.04163056034261,0.9400921658986175,227.13235294117646,228.83823529411765,229.01960784313727,239.97549019607843,236.2549019607843,173.70098039215685,0.8162411881245842,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
3,4,724.0,119.05382386916236,0.9106918238993711,226.96823204419888,228.88397790055248,229.4903314917127,241.1560773480663,235.41022099447514,164.5635359116022,0.641891658864231,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
4,5,1706.0,175.09545442950497,0.9127875869448903,229.27608440797187,231.2590855803048,231.55627198124267,241.2116060961313,236.9607268464244,172.31184056271982,0.6992607431637216,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
5,6,329.0,73.94112549695427,0.9215686274509803,227.8662613981763,229.93920972644378,230.54407294832828,241.90577507598783,233.46808510638297,40.89969604863222,0.7561947330506763,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
8,9,155.0,47.45584412271571,0.9226190476190477,221.56774193548387,224.16774193548386,223.76129032258063,236.30967741935484,232.47096774193548,166.45806451612904,0.8648925506460561,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
9,10,143.0,43.21320343559643,0.9533333333333334,222.3006993006993,226.2237762237762,226.13286713286712,239.020979020979,235.98601398601397,171.7972027972028,0.9623055203230384,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
11,12,141.0,46.87005768508881,0.9096774193548387,224.13475177304966,226.0921985815603,227.0,238.40425531914894,236.92198581560282,173.09929078014184,0.8065624524579273,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
12,13,225.0,57.698484809834994,0.9375,228.29777777777778,230.24444444444444,230.8311111111111,241.04888888888888,238.0088888888889,173.5511111111111,0.8493047736069498,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
16,17,201.0,51.698484809834994,0.9617224880382775,206.83582089552237,206.67164179104478,206.52238805970148,222.59701492537314,220.28358208955223,148.4129353233831,0.945040219161404,False,False,False,False,False,False,False,False,False,False,False,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
17,18,629.0,116.5685424949238,0.8546195652173914,222.16216216216216,223.84578696343402,224.69952305246423,237.68044515103338,233.34817170111288,155.61844197138313,0.5816982761631067,False,False,False,False,False,False,False,False,False,False,True,../data/ift_data/ift_pipeline_default/ift_results/baffin_bay/baffin_bay-100km_by_100km-20070605-20070606/preprocess/hdf5-files/20070605T1632.aqua.labeled_image.250m.h5
