location,center_lat,center_lon,top_left_lat,top_left_lon,lower_right_lat,lower_right_lon,left_x,right_x,lower_y,top_y,startdate,enddate
chukchi-east_siberian_sea-100km_by_100km-20040717-20040718,69.25793095,168.7775419,68.63785,169.11447,69.87845,168.41938,-1312499.99878,-1212499.99878,1837500.00036,1937500.00036,2004-07-17,2004-07-18
chukchi-east_siberian_sea-100km_by_100km-20050730-20050731,74.9044512,178.7680226,74.26313,178.81881,75.54668,178.71267,-1187500.00017,-1087500.00017,1137500.00006,1237500.00006,2005-07-30,2005-07-31
chukchi-east_siberian_sea-100km_by_100km-20060611-20060612,74.54322463,154.5107994,73.96223,155.5081,75.11999,153.43495,-612499.99868,-512499.99868,1537500.00011,1637500.00011,2006-06-11,2006-06-12
chukchi-east_siberian_sea-100km_by_100km-20060927-20060928,74.00763823,-173.5956473,73.37135,-173.84483,74.64456,-173.32553,-1412499.99956,-1312499.99956,1037500.00068,1137500.00068,2006-09-27,2006-09-28
chukchi-east_siberian_sea-100km_by_100km-20070723-20070724,76.06543315,158.8186505,75.46388,159.74354,76.6638,157.80971,-662499.99982,-562499.99982,1337499.99958,1437499.99958,2007-07-23,2007-07-24
chukchi-east_siberian_sea-100km_by_100km-20090903-20090904,78.27969014,-177.614056,77.63437,-177.7395,78.92567,-177.47388,-987499.9993,-887499.9993,812500.00027,912500.00027,2009-09-03,2009-09-04
chukchi-east_siberian_sea-100km_by_100km-20100929-20100930,75.69185602,170.8583598,75.05708,171.25384,76.32675,170.42577,-962500.00046,-862500.00046,1212499.99954,1312499.99954,2010-09-29,2010-09-30
chukchi-east_siberian_sea-100km_by_100km-20140427-20140428,75.69185602,152.2717426,75.11999,153.43495,76.25808,151.01118,-512500.00055,-412500.00055,1437499.99972,1537499.99972,2014-04-27,2014-04-28
chukchi-east_siberian_sea-100km_by_100km-20140511-20140512,76.03546416,146.8643905,75.49263,148.26648,76.56994,145.34868,-362500.00133,-262500.00133,1437500.00006,1537500.00006,2014-05-11,2014-05-12
chukchi-east_siberian_sea-100km_by_100km-20140808-20140809,73.15462424,-172.2596588,72.52145,-172.5457,73.78835,-171.95094,-1512500.00074,-1412500.00074,1062499.9989,1162499.9989,2014-08-08,2014-08-09
chukchi-east_siberian_sea-100km_by_100km-20150630-20150701,75.10248263,150.6422465,74.53986,151.82141,75.65906,149.37,-487500.00103,-387500.00103,1512499.99917,1612499.99917,2015-06-30,2015-07-01
chukchi-east_siberian_sea-100km_by_100km-20160525-20160526,75.49262615,148.2664808,74.94246,149.56576,76.03546,146.86439,-412499.99885,-312499.99885,1487500.0007,1587500.0007,2016-05-25,2016-05-26
chukchi-east_siberian_sea-100km_by_100km-20170328-20170329,73.47142475,153.1836532,72.89838,154.16325,74.04015,152.133,-612500.00123,-512500.00123,1662499.99928,1762499.99928,2017-03-28,2017-03-29
chukchi-east_siberian_sea-100km_by_100km-20170417-20170418,70.34470456,174.3362937,69.71382,174.51641,70.97654,174.14399,-1412499.99856,-1312499.99856,1612500.00072,1712500.00072,2017-04-17,2017-04-18
chukchi-east_siberian_sea-100km_by_100km-20180809-20180810,75.51782426,176.143199,74.87687,176.30861,76.15952,175.96229,-1087500.00005,-987500.00005,1137500.00066,1237500.00066,2018-08-09,2018-08-10
chukchi-east_siberian_sea-100km_by_100km-20180828-20180829,77.23781494,-173.4180553,76.59725,-173.73651,77.87872,-173.06565,-1137500.00098,-1037500.00098,812499.99939,912499.99939,2018-08-28,2018-08-29
chukchi-east_siberian_sea-100km_by_100km-20190419-20190420,75.81279153,146.6737103,75.2714,148.06155,76.34588,145.17551,-362499.99969,-262499.99969,1462500.00019,1562500.00019,2019-04-19,2019-04-20
chukchi-east_siberian_sea-100km_by_100km-20190615-20190616,76.19355475,154.9423846,75.60819,156.03751,76.77416,153.74976,-562500.00051,-462500.00051,1362500.00001,1462500.00001,2019-06-15,2019-06-16
chukchi-east_siberian_sea-100km_by_100km-20200303-20200304,73.34954439,148.9405912,72.79881,150.05432,73.89438,147.75003,-487500.00091,-387500.00091,1712499.99977,1812499.99977,2020-03-03,2020-03-04
chukchi-east_siberian_sea-100km_by_100km-20200330-20200331,70.56254647,168.9704688,69.9396,169.32364,71.18584,168.59345,-1237500.00052,-1137500.00052,1712499.99917,1812499.99917,2020-03-30,2020-03-31
chukchi-east_siberian_sea-100km_by_100km-20220520-20220521,75.53945903,151.1328405,74.97363,152.32792,76.09923,149.83994,-487499.99934,-387499.99934,1462500.00074,1562500.00074,2022-05-20,2022-05-21
