location,center_lat,center_lon,top_left_lat,top_left_lon,lower_right_lat,lower_right_lon,left_x,right_x,lower_y,top_y,startdate,enddate
245-greenland_sea-100km-20030807-20030808,79.55205034437945,4.467159061389275,80.19782,4.76364,78.90667,4.20536,812500.0,912500.0,-787500.0,-687500.0,2003-08-07,2003-08-08
247-greenland_sea-100km-20040623-20040624,79.58235715188954,0.8951737102110717,80.23017,0.95484,78.93517,0.84252,762500.0,862500.0,-837500.0,-737500.0,2004-06-23,2004-06-24
255-greenland_sea-100km-20050919-20050920,76.1784176523337,-19.925580658184323,76.78208,-20.8858,75.57197,-19.04662,587500.0,687500.0,-1412500.0,-1312500.0,2005-09-19,2005-09-20
256-greenland_sea-100km-20060616-20060617,80.76347686311696,-9.13017648227869,81.4036,-9.8193,80.12275,-8.53077,537500.0,637500.0,-862500.0,-762500.0,2006-06-16,2006-06-17
258-greenland_sea-100km-20090314-20090315,77.5329599885405,12.042575142884989,78.1637,12.69958,76.90148,11.44934,1087500.0,1187500.0,-787500.0,-687500.0,2009-03-14,2009-03-15
261-greenland_sea-100km-20100728-20100729,76.64418678475745,-9.806092759897089,77.27896,-10.30485,76.0093,-9.35298,787500.0,887500.0,-1237500.0,-1137500.0,2010-07-28,2010-07-29
263-greenland_sea-100km-20120406-20120407,77.76663966021515,-4.573921259900861,78.41047,-4.83042,77.12334,-4.34324,812500.0,912500.0,-1062500.0,-962500.0,2012-04-06,2012-04-07
270-greenland_sea-100km-20120508-20120509,76.8735186283378,21.80140948635181,77.47001,22.90577,76.27331,20.79411,1262500.0,1362500.0,-612500.0,-512500.0,2012-05-08,2012-05-09
273-greenland_sea-100km-20130521-20130522,77.47838283313693,-1.4878675288277772,78.12382,-1.56935,76.83368,-1.41442,887500.0,987500.0,-1037500.0,-937500.0,2013-05-21,2013-05-22
275-greenland_sea-100km-20150405-20150406,76.27711842801723,16.50436138175503,76.89348,17.31165,75.65906,15.76718,1262500.0,1362500.0,-762500.0,-662500.0,2015-04-05,2015-04-06
276-greenland_sea-100km-20150430-20150501,76.5582575023497,-7.640406761026755,77.19681,-8.02724,75.91996,-7.28895,837500.0,937500.0,-1212500.0,-1112500.0,2015-04-30,2015-05-01
277-greenland_sea-100km-20150513-20150514,77.95694517206176,-2.3215305898327165,78.6026,-2.45403,77.31197,-2.2026,837500.0,937500.0,-1012500.0,-912500.0,2015-05-13,2015-05-14
279-greenland_sea-100km-20160811-20160812,79.74039879126664,-1.8183029644518331,80.3881,-1.94149,79.09329,-1.70981,712500.0,812500.0,-862500.0,-762500.0,2016-08-11,2016-08-12
281-greenland_sea-100km-20170805-20170806,78.71389489924283,-15.037815903582244,79.33743,-15.9454,78.08849,-14.22596,562500.0,662500.0,-1112500.0,-1012500.0,2017-08-05,2017-08-06
283-greenland_sea-100km-20180610-20180611,72.3157169715812,-20.92450174492116,72.91049,-21.70054,71.71889,-20.19981,737500.0,837500.0,-1812500.0,-1712500.0,2018-06-10,2018-06-11
286-greenland_sea-100km-20200318-20200319,75.87551184467547,17.39332214691204,76.48837,18.2171,75.26079,16.63881,1312500.0,1412500.0,-762500.0,-662500.0,2020-03-18,2020-03-19
287-greenland_sea-100km-20210921-20210922,81.98975669936368,-4.666858371438994,82.63735,-5.07961,81.34231,-4.31603,512500.0,612500.0,-712500.0,-612500.0,2021-09-21,2021-09-22
288-greenland_sea-100km-20220316-20220317,76.8735186283378,21.80140948635181,77.47001,22.90577,76.27331,20.79411,1262500.0,1362500.0,-612500.0,-512500.0,2022-03-16,2022-03-17
290-greenland_sea-100km-20220723-20220724,78.41046704435409,-4.830419958289938,79.05474,-5.11731,77.76664,-4.57392,762500.0,862500.0,-1012500.0,-912500.0,2022-07-23,2022-07-24
291-greenland_sea-100km-20220728-20220729,77.09488198221362,-16.837472625676384,77.71099,-17.71579,76.47676,-16.03994,612500.0,712500.0,-1287500.0,-1187500.0,2022-07-28,2022-07-29
292-greenland_sea-100km-20220919-20220920,79.37206285945503,-11.481991354748091,80.00595,-12.22512,78.73722,-10.82301,587500.0,687500.0,-1012500.0,-912500.0,2022-09-19,2022-09-20
