,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,orientation,perimeter,intensity_mean
0,20,259.0,370.7722007722008,177.25482625482624,20.230650438086254,17.060481075488447,1.567120248827215,65.01219330881975,55.077220077220076
