,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,orientation,perimeter,intensity_mean
2,105,691.0,10.998552821997105,310.6468885672938,39.79786198868556,23.89531513379823,-1.4727067286530509,123.88225099390856,190.2286541244573
3,168,674.0,171.82492581602375,277.2626112759644,44.10102244981608,21.240428905234648,-0.24854030577199016,134.68124086713192,184.93620178041542
4,225,1032.0,348.1414728682171,62.411821705426355,63.57026009060314,26.336328492586286,-1.1775509610671178,193.52186130069785,199.98643410852713
5,252,308.0,52.72402597402598,310.5064935064935,30.847640949099915,13.185337965579135,-0.2590388962631702,79.49747468305833,182.37987012987014
6,270,761.0,91.07752956636006,307.0551905387648,60.44338097759261,23.461842275740345,-0.7903623954125186,192.93607486307093,185.31274638633377
7,274,284.0,85.21126760563381,35.13028169014085,23.178142590378062,17.253269628802116,0.5679896091133012,79.63961030678928,206.10915492957747
8,281,452.0,103.28982300884955,67.59513274336283,27.89289009480099,22.46969739104718,-0.582619631665204,90.22539674441619,198.43362831858408
9,299,331.0,125.95468277945619,344.94561933534743,26.111352480277734,17.27061657364685,-0.4016264494858039,87.05382386916237,172.16918429003022
10,329,467.0,205.35546038543896,297.4796573875803,38.53290963054123,17.298868769757544,-0.6948764956688613,105.78174593052023,184.89507494646682
11,334,296.0,206.1418918918919,20.972972972972972,26.511333255871197,15.01905940617127,-1.2479167444288606,76.91168824543142,209.55743243243242
12,352,449.0,235.66369710467706,269.1380846325167,45.472769492288236,12.909531071850765,-0.8082666453935063,105.88225099390857,185.4476614699332
13,385,358.0,333.39106145251395,54.43296089385475,26.752488935316975,17.621028538150203,-0.4889858894489067,78.91168824543142,199.58100558659217
14,394,293.0,367.31058020477815,40.0580204778157,21.582386994103366,18.21344636440624,1.4036711498115184,70.91168824543142,199.22184300341297
15,397,293.0,381.6552901023891,63.63481228668942,24.202361863170253,16.8664430208872,-1.1294440679218778,76.91168824543142,197.0580204778157
16,406,131.0,6.580152671755725,335.9312977099237,14.535242627729728,12.486280034171974,0.06464217778665482,47.698484809834994,174.0229007633588
17,407,331.0,8.75226586102719,354.4743202416918,31.56915826548242,15.980065936125992,-1.3095647214746966,94.8111831820431,182.78549848942598
18,408,239.0,29.05857740585774,313.0543933054393,20.23757863144663,16.958085556848864,-1.3301445875722673,73.74011537017762,186.1673640167364
19,409,155.0,27.27741935483871,363.69032258064516,18.66122646855308,11.407380282973968,-0.5789301676139526,53.35533905932738,182.1290322580645
20,410,81.0,26.506172839506174,128.20987654320987,11.612649037204209,9.311960427299669,-1.3745697629835891,32.62741699796952,195.90123456790124
21,422,140.0,58.5,169.02142857142857,17.384300374374785,11.620494671565408,-0.2921878975168802,55.01219330881976,196.7
22,426,176.0,61.68181818181818,20.181818181818183,17.23170421096203,13.797614109326307,0.28087813248313975,55.59797974644667,202.80113636363637
23,430,174.0,67.97701149425288,194.24137931034483,18.256718416538583,14.04442260995587,0.7223641016636099,60.42640687119285,193.20689655172413
24,432,372.0,76.82795698924731,300.752688172043,30.89344452567083,19.306606249473074,0.5134657797597869,112.36753236814712,185.23387096774192
25,434,231.0,75.04761904761905,340.3809523809524,26.99537134934907,11.15843612186762,-1.016238183325099,68.42640687119285,181.55411255411255
26,440,151.0,87.02649006622516,346.29801324503313,20.183596767169053,10.562247136963546,-1.1749706084488394,53.35533905932738,179.96688741721854
27,443,183.0,95.43715846994536,50.04371584699454,22.44552347325302,11.582718104553091,0.4510038932703483,58.76955262170048,203.85792349726776
28,446,333.0,105.66366366366367,29.933933933933933,33.00383768432432,13.683321043282247,0.4649178642514366,93.39696961966999,202.43843843843842
29,454,126.0,110.04761904761905,357.6507936507937,16.634417131500754,10.187490113029314,-0.6580546154169618,47.59797974644666,174.95238095238096
30,461,116.0,118.48275862068965,276.38793103448273,15.978616769960208,9.695119391063463,0.12464438275428612,42.87005768508881,181.42241379310346
31,462,87.0,115.83908045977012,288.04597701149424,13.142353688388543,9.650349545990181,-1.0282927241083912,39.698484809834994,179.8505747126437
32,464,108.0,127.17592592592592,162.25925925925927,15.762905554574687,9.150843760907703,0.45814158499938723,42.8700576850888,191.12962962962962
33,471,208.0,145.8221153846154,345.5432692307692,23.302489300837998,14.046490794035863,-1.4656879450485532,72.91168824543142,177.96634615384616
34,487,85.0,195.47058823529412,237.0,13.874530013921047,8.12266543133552,-0.7964257867442056,35.45584412271571,181.7058823529412
35,488,145.0,199.06896551724137,274.1655172413793,15.118189815196658,12.770725067781719,-0.4094039395731519,46.76955262170047,184.24137931034483
36,496,107.0,216.14953271028037,259.4485981308411,15.349512094074566,9.443977192822551,-0.004266466393526549,43.112698372208094,174.85981308411215
37,506,128.0,230.3125,303.7109375,17.54078620931755,10.44252867348303,-0.4975201260185662,51.59797974644666,169.890625
38,518,86.0,243.53488372093022,277.8488372093023,11.219449635415252,10.616761325940596,-0.4817993173301595,36.87005768508881,171.97674418604652
39,530,86.0,278.19767441860466,37.06976744186046,14.17943165489455,8.28047200297738,-0.6734912320647066,37.112698372208094,205.97674418604652
40,537,254.0,296.244094488189,60.44488188976378,23.927935110841055,14.66137566312963,-0.6079961870724173,73.49747468305833,197.60236220472441
41,547,147.0,313.85714285714283,35.69387755102041,18.013543325416343,11.361677320493342,-0.8275663671801352,48.8700576850888,200.69387755102042
42,548,143.0,317.8111888111888,10.384615384615385,14.784944128467936,13.529803441286345,1.154908448959258,51.012193308819754,207.45454545454547
43,552,87.0,342.28735632183907,128.66666666666666,14.478633516180407,8.060481664294809,-0.4679789089193815,38.04163056034261,186.4367816091954
44,553,105.0,352.54285714285714,87.62857142857143,12.536038509633471,11.241146949643971,-1.0230400710888463,38.04163056034262,192.34285714285716
45,554,173.0,358.1445086705202,134.95953757225433,21.650534821289657,11.902461468262722,-0.7175144645217238,61.012193308819754,188.17919075144508
46,557,103.0,364.9805825242718,81.24271844660194,14.945836072554467,10.742509525673377,0.09331233605278698,44.526911934581186,196.71844660194174
47,558,84.0,365.60714285714283,72.04761904761905,14.277814525428258,7.704065755009827,-1.0551894337753491,36.2842712474619,195.5952380952381
48,563,133.0,383.1954887218045,78.92481203007519,14.928327419213893,12.271042077664982,0.22369139137328806,49.35533905932738,197.6315789473684
49,564,84.0,385.5357142857143,38.98809523809524,13.136440213878492,8.233602805041478,1.3560299550774086,33.79898987322333,195.0952380952381
