,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,orientation,perimeter,intensity_mean
0,42,1571.0,117.21642266072566,24.460852959898155,69.80015205870095,33.81625520865141,-0.7315263199613293,261.8772003600252,147.71355824315722
1,53,1078.0,125.73191094619666,250.347866419295,48.17653720257798,33.744677026745215,-1.428171339561085,207.22034611053286,126.52875695732838
2,69,728.0,156.6510989010989,159.62912087912088,47.535108827158595,21.43533734777889,-0.4936186861060819,150.1370849898476,130.89972527472528
3,79,1620.0,190.49876543209876,224.46358024691358,71.06680222910562,37.29438416460859,-0.8862183798674322,275.47518010647184,136.8827160493827
4,163,385.0,128.37402597402598,197.02857142857144,31.030256103853386,21.17936081496203,1.4814463369350035,118.75230867899737,117.47532467532467
5,178,613.0,149.76019575856444,268.4306688417618,35.30632484188382,24.605796326112948,-1.0260506558226579,137.40916292848976,129.64600326264275
6,193,384.0,177.84114583333334,203.88020833333334,30.776155042388776,18.663331047059245,0.3011851391196103,105.19595949289332,122.68229166666667
7,229,279.0,233.12544802867384,217.08960573476702,30.960066438836172,12.381225327854573,-0.5432314832193502,82.8111831820431,124.60931899641577
8,242,349.0,251.1919770773639,253.43839541547277,23.101209577597196,20.06233945641699,-0.9321584142064974,81.15432893255071,125.42406876790831
9,274,275.0,8.549090909090909,15.054545454545455,35.910409625399275,11.158362147971697,-1.08726240162627,84.66904755831214,135.07636363636362
10,278,86.0,4.093023255813954,236.0581395348837,14.634338412425452,7.916240176898554,-1.4283060933717733,36.384776310850235,125.29069767441861
11,301,89.0,41.82022471910113,249.1685393258427,14.206210060561308,8.553774453382408,0.9738290750807491,39.698484809834994,100.64044943820225
12,336,223.0,100.98654708520179,7.7757847533632285,24.4364143853079,13.390668469005856,-0.048444177314589935,73.49747468305833,134.82062780269058
13,338,83.0,97.75903614457832,57.204819277108435,11.40281540825438,9.701057069721532,0.5281994326750707,34.04163056034261,143.0843373493976
14,345,106.0,108.88679245283019,249.75471698113208,14.344273704715674,10.064817516937078,0.5458436448008566,45.94112549695428,100.39622641509433
15,364,91.0,127.83516483516483,41.08791208791209,13.881639430484004,8.952557928343623,-0.5189303427062671,40.526911934581186,124.01098901098901
16,366,132.0,131.1590909090909,268.6818181818182,14.93559511293405,12.210037813859913,-0.34723326983194247,47.01219330881976,110.87878787878788
17,375,172.0,137.8546511627907,216.8546511627907,17.809720085617627,13.339856927906725,1.2595404631085525,58.42640687119285,109.94186046511628
18,380,186.0,145.86559139784947,182.38709677419354,16.834304748311453,15.7707111192533,-0.451713193192235,65.25483399593904,115.13440860215054
19,381,168.0,143.61309523809524,203.41071428571428,24.601723420422694,10.269889203207567,1.3243132470901051,72.5685424949238,107.69047619047619
20,382,88.0,144.14772727272728,147.60227272727272,12.499549308850032,9.3307513078095,0.8752447701052092,35.45584412271571,138.1590909090909
21,385,108.0,148.2685185185185,247.5185185185185,12.58039046933979,11.456060414495168,1.036317197241808,41.11269837220809,122.04629629629629
22,386,126.0,150.8968253968254,15.896825396825397,17.93311186553349,10.952973147202378,0.3858669453531978,53.01219330881976,126.95238095238095
23,387,212.0,150.06132075471697,229.24528301886792,28.139665635215454,10.357962030517225,-1.128930306705454,75.7401153701776,116.66037735849056
24,396,141.0,160.645390070922,213.645390070922,15.993774038758735,11.738495253485432,1.1704343261623456,49.01219330881976,118.18439716312056
25,407,338.0,176.83136094674558,169.79881656804733,31.818308116092716,14.789500754343402,-1.0318266826672402,96.88225099390856,129.49112426035504
26,415,106.0,181.11320754716982,265.7830188679245,15.112685695354712,11.162913914285872,0.9188701670386042,50.76955262170048,115.36792452830188
27,416,552.0,195.70833333333334,275.1105072463768,40.913129669471125,19.719258986746073,-0.460828338689386,150.92997820866105,126.32427536231884
28,425,82.0,190.3170731707317,265.5609756097561,12.766049573070118,8.973887411590672,1.076661652705321,38.2842712474619,123.79268292682927
29,428,77.0,196.88311688311688,294.61038961038963,10.89007385726331,9.44735260152716,0.07459050243339771,33.698484809834994,96.15584415584415
30,433,99.0,205.3838383838384,193.67676767676767,15.352005608768689,8.704119405663326,-0.4011591463363407,42.526911934581186,105.33333333333333
31,439,135.0,211.33333333333334,301.68888888888887,18.467406197929026,9.806213433376795,-0.7923999644682692,50.526911934581186,113.70370370370371
32,443,303.0,220.08250825082507,278.4323432343234,27.167466369880394,15.274088037149486,-0.3006414177275894,96.71067811865476,124.97029702970298
33,467,85.0,254.8235294117647,212.3294117647059,12.1376769798388,9.43061246750867,0.76350631648809,36.87005768508881,129.0
34,532,111.0,383.2432432432432,12.666666666666666,14.280370186046564,10.330340872155583,-0.3917734017195625,40.87005768508881,136.8108108108108
