,label,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,orientation,perimeter,intensity_mean
0,6,4499.0,52.86085796843743,231.3774172038231,105.33076555885681,59.969721695470795,-0.43894317558073265,445.7544007200504,196.6694821071349
1,12,1505.0,25.664451827242527,278.27707641196014,66.4887865031265,32.28336155705808,0.5582983099537211,224.39191898578667,193.50963455149503
2,44,1462.0,119.38235294117646,20.078659370725035,62.75737772370643,34.9476584913675,0.5471017796113202,215.6639969244288,203.68194254445964
3,88,714.0,98.60924369747899,66.99159663865547,46.33457059680208,22.367871003835337,0.4536273913174635,166.79393923934,196.61344537815125
4,113,727.0,163.67950481430537,299.55845942228336,47.653469279130285,22.12267948423049,-0.05687624024791922,141.4386001800126,184.40302613480054
5,115,835.0,160.0922155688623,25.6562874251497,37.752988823479946,29.570021321814785,1.2151405089776544,130.02438661763952,203.48982035928142
6,129,1211.0,218.95045417010735,148.31048720066062,78.7814560514256,25.62112741536266,-0.4391889478407318,237.46298679765212,190.06440957886045
7,153,777.0,265.023166023166,14.795366795366796,40.384108905106125,25.327758652941174,0.48401176325132134,119.29646455628165,212.2020592020592
8,157,775.0,10.406451612903226,198.64645161290323,50.40618792073017,21.88291711695894,1.3779072503365135,145.53910524340094,202.49806451612903
9,158,514.0,8.396887159533074,308.0369649805447,39.688692997093455,18.932013019507174,-1.4430171579706843,115.88225099390856,189.17120622568095
10,161,284.0,17.404929577464788,7.830985915492958,26.11301203244181,14.380706203291684,-0.39138179995635825,71.01219330881976,205.26760563380282
11,164,389.0,28.724935732647815,168.9922879177378,30.78845028941834,17.199305501628277,-0.4314741722226293,96.05382386916237,198.6452442159383
12,170,382.0,35.02879581151832,197.93193717277487,24.304289103552186,22.063200670887547,-1.1058863161724688,87.32590180780453,201.42670157068062
13,176,314.0,47.65923566878981,306.71656050955414,28.49021080061726,14.59928349072912,-0.22307728610790353,78.91168824543142,182.43630573248407
14,182,521.0,62.422264875239925,52.45873320537428,31.12013749225636,22.641588243881795,0.6908589701755669,101.95331880577405,202.29174664107487
15,194,748.0,88.38502673796792,302.1470588235294,54.21078429874385,25.187896593045544,-0.7688477631404739,193.17871555019025,185.6898395721925
16,197,390.0,82.6974358974359,83.53589743589744,31.49833275152639,16.802638770147492,0.3099124366212257,86.5685424949238,196.8051282051282
17,215,409.0,128.22249388753056,155.41809290953546,32.24639563145544,18.249671861614026,-0.7736838647531744,100.12489168102785,192.440097799511
18,216,281.0,123.91103202846975,61.18149466192171,22.826844073907658,16.238995885637824,-1.3747770525591239,69.84062043356595,198.69395017793593
19,226,694.0,164.72766570605188,273.2031700288184,45.18062833161621,21.6596485698303,-0.3202859800186287,149.75230867899737,184.4971181556196
20,229,323.0,159.98452012383902,318.4860681114551,27.13753890393343,16.494834051668644,0.2460297991992193,81.9827560572969,185.54179566563468
21,241,415.0,200.64819277108433,293.67710843373493,37.94647017238128,14.63985650726805,-0.7055049204631458,97.53910524340094,184.17349397590363
22,259,519.0,232.69556840077072,13.755298651252408,29.0330124457901,24.893911997888456,-1.5235372151334454,108.36753236814712,206.5626204238921
23,270,343.0,251.9591836734694,190.27113702623907,98.52349773904234,17.93539589909788,0.6529889477943341,94.22539674441617,179.00874635568513
24,274,473.0,261.09725158562367,120.63424947145877,35.85935476833143,18.32848514507039,-1.034392432021564,105.78174593052023,189.7906976744186
25,280,352.0,273.1051136363636,200.0255681818182,34.20379549807739,14.3528408644795,-1.1212173571827335,88.22539674441617,176.8125
26,293,365.0,323.1945205479452,48.87945205479452,26.0389806650399,18.35104799119913,-0.47151769513835895,80.5685424949238,204.03013698630136
27,295,522.0,329.4367816091954,10.906130268199234,30.015949076081515,24.68938721286925,-0.5323794570283936,102.81118318204308,212.75478927203065
28,296,575.0,335.59478260869565,63.864347826086956,38.45216883644183,21.446747596621837,-0.5586865059792918,128.92388155425118,200.88
29,298,352.0,343.5681818181818,39.21590909090909,31.359256201309204,15.490597817662945,1.2564876776932008,85.39696961966999,205.5340909090909
30,300,334.0,349.66766467065867,116.73353293413173,32.065823061994074,14.583010628861244,-0.5496537740275992,88.8111831820431,188.88922155688624
31,312,272.0,381.4742647058824,106.78308823529412,23.224159251122707,16.318295973534607,-0.8633024116902501,70.42640687119285,197.21691176470588
32,413,90.0,18.477777777777778,187.03333333333333,13.313170103774569,8.80785258846115,1.4006255972845496,36.87005768508881,200.72222222222223
33,414,267.0,23.95880149812734,309.52059925093636,22.78786683624384,17.50177526778313,-1.3618189819211226,82.8111831820431,187.12359550561797
34,418,256.0,35.99609375,180.5,29.71081715484193,12.255798621506695,-0.25829791546046965,80.91168824543142,198.41796875
35,420,96.0,35.666666666666664,152.09375,14.498253565439832,8.546865357609192,-0.2635893818131408,37.45584412271571,194.46875
36,421,140.0,40.77857142857143,21.992857142857144,15.957556988807303,11.744892396184257,-0.28001740132671926,47.112698372208094,201.99285714285713
37,423,139.0,49.23021582733813,13.56115107913669,17.34375884622122,10.80160625956026,0.28979266586248464,48.526911934581186,198.71223021582733
38,425,90.0,46.46666666666667,189.98888888888888,11.472292506889257,10.524578449988045,-0.88232128665996,35.45584412271571,195.61111111111111
39,433,115.0,59.7304347826087,187.64347826086956,15.750759400323735,9.581902732580287,-0.07601447520458071,45.11269837220809,192.61739130434782
40,438,145.0,65.42758620689655,9.924137931034483,22.420109770554863,9.525497923696381,-1.5415017311228723,61.49747468305833,200.4344827586207
41,440,261.0,72.81226053639847,29.168582375478927,22.890256812318604,15.890859032747912,0.8368425407503746,71.25483399593904,202.47892720306513
42,443,185.0,74.64864864864865,301.41621621621624,19.04078256562325,13.22769557357304,-0.5072659082095285,56.18376618407356,187.95675675675676
43,444,112.0,73.91964285714286,67.16964285714286,16.096962783980604,9.244829406960221,-0.9014078411900469,41.11269837220809,195.91964285714286
44,451,145.0,84.47586206896551,44.66896551724138,20.943793900626694,9.236080249749891,0.18730440962828432,49.45584412271571,198.8551724137931
45,453,145.0,81.6896551724138,342.6275862068965,18.881584220039993,11.22565532114269,-1.0067514208092245,54.76955262170047,181.3448275862069
46,457,98.0,87.83673469387755,322.2244897959184,13.700140279403886,9.854651337957637,0.7472153482175681,39.698484809834994,182.89795918367346
47,460,208.0,96.96634615384616,26.235576923076923,20.965034422393057,14.671522561459827,0.5961658471362599,71.74011537017762,201.3221153846154
48,470,164.0,107.8109756097561,157.7378048780488,15.158425867792158,14.3123437669784,-1.398671306952251,50.18376618407357,194.3109756097561
49,471,124.0,113.38709677419355,94.18548387096774,18.90253617508627,8.703226716906284,-0.027925044396145033,46.87005768508881,191.25
50,482,131.0,140.72519083969465,164.13740458015266,14.043570675762881,12.739932853905847,-1.3539975075863115,48.18376618407357,187.23664122137404
51,485,102.0,148.01960784313727,58.490196078431374,14.279728949671146,9.632628619780537,0.324396647428749,39.45584412271571,195.7549019607843
52,488,103.0,150.59223300970874,170.7864077669903,13.567731913434958,10.01077630094369,-0.29674441639668586,39.45584412271571,186.9126213592233
53,490,717.0,180.28591352859135,249.19804741980474,43.82514321404978,25.56734431797011,0.06120739314435979,189.1370849898476,183.86192468619248
54,496,133.0,180.35338345864662,5.466165413533835,16.592919292908785,10.211889889731928,-0.2107976288875047,41.79898987322333,208.3233082706767
55,504,153.0,192.36601307189542,269.1372549019608,16.75393739453456,12.106199096110878,-0.09942229688921471,48.52691193458118,184.66666666666666
56,507,265.0,194.66037735849056,15.705660377358491,24.691172771885768,14.168966106757166,-1.2507423614623876,70.42640687119285,206.74716981132076
57,513,240.0,208.99166666666667,20.566666666666666,23.17455719950093,13.601507626662952,-1.4466540005157635,63.59797974644667,204.02916666666667
58,517,78.0,208.39743589743588,253.55128205128204,13.378446367122509,7.705250642479678,-0.6218182555625803,34.87005768508881,176.69230769230768
59,543,99.0,243.34343434343435,119.70707070707071,12.15426480520569,11.044612646541093,-0.5373494223157674,38.2842712474619,185.65656565656565
60,546,216.0,251.7314814814815,33.93518518518518,22.875667009176155,12.964397440597555,1.219000945932572,61.941125496954285,207.45833333333334
61,547,98.0,250.33673469387756,55.83673469387755,14.476375007367801,9.386809946147343,-1.3080076337371132,42.2842712474619,199.16326530612244
